396	40
397	9
398	23
399	77
400	16
401	60
402	133
403	160
404	81
405	280
406	32
407	33
408	93
409	52
410	126
411	125
412	75
413	42
414	44
415	21
416	57
417	57
418	94
419	147
420	64
421	79
422	22
423	237
424	13
425	65
426	24
427	180
428	101
429	79
430	79
431	124
432	137
433	131
434	62
435	168
436	74
437	3
438	6
439	3
440	11
441	42
442	3
443	121
444	39
445	16
446	9
447	98
448	61
449	96
450	43
451	138
452	51
453	13
454	9
455	119
456	38
457	22
458	74
459	19
460	24
461	59
462	121
463	59
464	18
465	70
466	41
467	37
468	57
469	56
470	87
471	173
472	126
473	104
474	151
475	195
476	122
477	78
478	82
479	141
480	139
481	50
482	101
483	195
484	107
485	94
486	45
487	55
488	50
489	43
490	40
491	57
492	46
493	41
494	44
495	46
496	190
497	57
498	119
499	49
500	25
501	96
502	44
503	29
504	96
505	52
506	78
507	80
508	166
509	95
510	101
511	132
512	47
513	61
514	142
515	166
516	45
517	72
518	66
519	67
520	101
521	97
522	26
523	133
524	36
525	62
526	100
527	157
528	100
529	80
530	57
531	106
532	19
533	14
534	9
535	49
536	9
537	26
538	57
539	37
540	31
541	40
542	41
543	16
544	57
545	9
546	208
547	33
548	10
549	78
550	122
551	13
552	32
553	51
554	73
555	7
556	9
557	15
558	54
559	108
560	19
561	48
562	41
563	24
564	17
565	17
566	145
567	29
568	178
569	52
570	40
571	21
572	24
573	26
574	8
575	36
576	73
577	29
578	71
579	15
580	24
581	46
582	139
583	25
584	66
585	36
586	30
587	9
588	155
589	33
590	16
591	150
592	6
593	8
594	4
595	56
596	96
597	166
598	3
600	2
601	18
602	40
603	173
604	61
605	24
606	57
607	55
608	23
609	49
610	34
611	35
612	27
613	23
614	36
615	51
616	47
617	14
618	12
619	52
620	35
621	9
622	33
623	31
624	16
625	67
626	2
627	63
628	133
629	64
630	25
631	95
632	45
633	57
634	16
635	19
636	73
637	33
638	36
639	34
640	69
641	28
642	69
643	2
644	29
645	20
646	34
647	57
648	54
649	42
650	65
651	141
652	66
653	28
654	118
655	182
656	36
657	105
658	65
659	92
660	123
661	70
662	63
663	96
664	39
665	75
666	5
667	11
668	5
669	9
670	29
671	36
672	50
673	66
674	39
675	43
676	65
677	1
678	184
679	92
680	26
681	24
682	76
683	39
684	136
685	120
686	37
687	60
688	36
689	68
690	130
691	14
692	127
693	68
694	36
695	8
696	65
697	31
698	8
699	79
700	11
701	8
702	41
703	15
704	17
705	99
706	5
707	60
708	84
709	83
710	67
712	45
713	57
714	10
715	71
716	37
717	65
718	15
719	21
720	72
721	41
722	44
723	24
724	61
725	11
726	12
727	50
728	38
729	65
730	20
731	31
732	146
733	12
734	20
735	114
736	57
737	49
738	23
739	132
740	50
741	45
742	203
743	29
744	75
745	12
746	92
747	78
748	256
749	48
750	101
751	145
752	31
753	20
754	47
755	81
756	106
757	4
758	15
759	6
760	40
761	33
762	91
763	130
764	19
765	27
766	4
767	8
768	40
769	38
770	45
771	31
772	37
773	12
774	24
775	19
776	8
777	3
778	56
779	22
780	54
781	69
782	8
783	29
784	1
785	26
786	11
787	9
788	2
789	40
790	52
791	6
792	62
793	8
794	39
795	17
796	29
797	27
798	8
799	5
800	22
801	13
802	32
803	7
804	6
805	21
806	36
807	8
808	26
809	35
810	36
811	14
812	13
813	43
815	87
816	14
817	2
818	23
819	31
820	80
821	18
822	3
823	62
824	37
825	69
826	71
827	44
828	11
829	27
831	73
832	17
833	42
834	18
835	13
836	21
837	24
838	3
839	2
840	39
841	41
842	20
843	21
844	34
845	138
846	34
847	43
848	6
849	37
850	2
851	4
853	9
854	10
855	55
856	28
858	2
859	12
860	11
861	2
862	16
863	22
864	67
865	19
866	92
867	5
868	3
869	18
870	7
871	62
872	28
873	71
874	31
875	44
876	41
877	44
878	25
879	112
880	48
881	38
882	25
883	12
884	6
885	11
886	41
887	55
888	13
889	9
890	40
891	5
892	42
893	11
894	14
895	88
896	35
897	2
898	51
899	9
900	34
901	10
902	36
903	13
904	15
905	22
906	15
907	1
908	16
909	12
910	3
911	4
912	8
913	1
914	9
915	11
916	15
917	7
918	7
919	79
920	5
921	31
922	26
923	45
924	72
925	28
926	81
927	4
928	88
929	31
930	61
931	44
932	31
933	17
934	61
935	6
936	29
937	31
938	18
939	52
940	24
941	38
942	33
943	31
944	37
945	36
946	50
947	14
948	30
949	50
950	20
951	32
952	34
953	15
954	8
955	40
956	42
957	2
958	12
959	50
960	18
961	24
962	17
963	35
964	6
965	14
966	18
967	8
968	15
969	62
970	7
971	28
972	22
973	4
974	25
975	33
976	7
977	33
978	20
979	26
980	18
981	8
982	16
983	12
984	33
985	19
986	17
987	4
988	77
989	29
990	27
991	23
992	3
993	57
994	6
995	22
996	12
997	11
998	10
999	6
1000	7
1001	11
1002	5
1003	7
1004	6
1005	20
1006	17
1007	35
1008	28
1009	53
1010	32
1011	81
1012	82
1013	29
1014	76
1015	7
1016	109
1017	33
1018	27
1019	24
1020	28
1021	29
1022	27
1023	28
1024	13
1025	37
1026	4
1027	3
1028	109
1029	12
1030	17
1031	7
1032	8
1033	26
1034	21
1035	54
1036	20
1037	20
1038	16
1039	69
1040	19
1041	54
1042	23
1043	5
1044	31
1045	21
1046	37
1047	106
1048	59
1049	19
1050	36
1051	36
1052	18
1053	19
1054	17
1055	10
1056	8
1057	12
1058	12
1059	28
1060	31
1061	24
1062	11
1063	37
1064	4
1065	45
1066	14
1067	36
1068	10
1069	15
1070	25
1071	11
1072	6
1073	52
1074	65
1075	6
1076	11
1077	7
1078	17
1079	40
1080	2
1081	5
1082	5
1083	4
1084	17
1085	9
1086	17
1087	9
1088	10
1089	30
1090	29
1091	35
1092	9
1093	15
1094	8
1095	17
1096	3
1097	15
1098	29
1099	9
1100	3
1101	58
1102	3
1103	16
1104	1
1105	14
1106	2
1107	13
1108	2
1109	20
1110	35
1111	7
1112	14
1113	14
1114	9
1115	24
1116	8
1117	14
1118	38
1119	46
1120	14
1121	20
1122	1
1123	1
1124	10
1125	3
1126	26
1127	9
1128	9
1129	22
1130	1
1131	8
1132	26
1133	20
1134	31
1135	39
1136	23
1137	21
1138	5
1139	24
1140	15
1141	5
1142	34
1143	12
1144	3
1145	9
1146	3
1147	13
1148	8
1149	21
1150	4
1151	4
1152	27
1153	14
1154	10
1155	3
1157	20
1158	3
1159	11
1160	18
1161	8
1162	3
1163	21
1164	4
1165	8
1166	10
1167	9
1168	17
1169	4
1170	25
1171	14
1172	10
1173	7
1174	7
1175	2
1176	20
1177	6
1178	14
1179	5
1180	5
1181	8
1182	10
1183	15
1184	8
1185	18
1186	2
1187	10
1188	36
1189	2
1190	8
1191	3
1192	10
1193	9
1194	24
1195	10
1196	3
1197	37
1198	4
1199	19
1200	6
1201	1
1202	5
1203	18
1204	18
1205	6
1206	10
1207	11
1208	16
1209	11
1210	28
1211	9
1212	2
1213	3
1214	8
1215	25
1216	5
1217	30
1218	20
1219	15
1220	21
1221	36
1222	19
1223	2
1224	9
1225	12
1226	25
1227	5
1228	38
1229	10
1230	11
1231	19
1232	11
1233	6
1234	8
1235	1
1237	5
1238	7
1239	12
1240	24
1241	3
1242	3
1243	7
1244	32
1245	14
1246	5
1247	3
1248	13
1249	10
1250	3
1251	8
1252	8
1253	3
1254	10
1255	8
1256	3
1257	3
1258	19
1259	2
1260	3
1261	3
1262	6
1263	10
1264	6
1265	16
1266	10
1267	27
1268	9
1269	9
1270	6
1271	6
1272	3
1273	13
1274	8
1275	3
1276	7
1277	16
1278	14
1279	8
1280	16
1281	10
1282	8
1283	14
1284	22
1285	13
1286	12
1287	6
1288	6
1289	4
1290	2
1291	13
1292	2
1293	3
1294	5
1295	5
1296	18
1297	11
1298	5
1299	6
1300	6
1301	4
1302	4
1303	16
1304	2
1305	6
1306	1
1307	1
1308	2
1311	16
1312	4
1313	11
1314	6
1315	20
1316	3
1317	3
1318	1
1319	4
1321	2
1322	4
1323	3
1324	4
1325	1
1326	6
1327	2
1328	5
1329	1
1330	3
1331	4
1332	1
1333	4
1334	1
1335	11
1336	7
1337	9
1338	3
1339	1
1340	1
1341	1
1342	1
1344	4
1345	2
1346	2
1347	3
1349	1
1350	1
1351	2
1352	1
1353	3
1354	1
1355	6
1356	3
1357	1
1358	2
1359	2
1360	1
1361	2
1362	1
1363	1
1365	2
1366	1
1367	3
1368	4
1369	3
1370	2
1371	1
1372	2
1374	1
1375	9
1376	4
1377	3
1378	3
1379	6
1380	6
1381	8
1382	4
1383	5
1384	2
1385	4
1386	5
1387	2
1388	5
1389	3
1390	1
1391	3
1392	4
1393	6
1394	6
1395	5
1396	4
1397	3
1398	1
1399	7
1400	8
1401	13
1402	4
1403	3
1404	10
1405	5
1406	4
1407	17
1408	3
1409	5
1410	4
1411	20
1412	6
1413	7
1414	1
1415	9
1416	4
1417	1
1418	2
1419	14
1420	3
1421	9
1422	4
1423	4
1424	1
1425	8
1426	8
1427	4
1428	11
1429	4
1430	2
1431	5
1432	2
1433	2
1434	9
1435	6
1436	1
1437	9
1438	3
1439	6
1440	5
1441	5
1442	4
1443	3
1444	15
1445	4
1446	13
1447	1
1448	3
1449	7
1450	1
1451	11
1452	1
1453	1
1454	5
1455	1
1456	5
1459	3
1460	1
1461	1
1462	5
1463	2
1464	2
1465	3
1466	5
1467	2
1468	6
1469	10
1470	4
1471	5
1472	2
1473	8
1474	6
1475	8
1476	1
1477	1
1478	15
1479	6
1480	10
1481	2
1482	1
1483	12
1484	2
1485	3
1486	1
1487	3
1488	4
1489	4
1490	3
1491	2
1494	1
1495	3
1496	5
1497	1
1499	4
1500	1
1501	4
1502	2
1503	5
1504	2
1506	3
1507	1
1508	2
1509	5
1510	1
1511	5
1512	6
1513	3
1514	7
1515	1
1516	3
1517	3
1518	10
1519	1
1521	3
1522	6
1523	2
1524	6
1525	1
1526	1
1527	6
1528	3
1529	4
1530	4
1531	6
1532	2
1534	5
1535	4
1537	4
1538	2
1539	4
1540	10
1541	2
1542	2
1544	3
1545	4
1546	1
1547	2
1548	1
1549	2
1550	1
1551	2
1552	3
1553	4
1554	1
1555	4
1556	2
1558	7
1559	1
1560	4
1564	1
1566	1
1567	1
1568	1
1569	1
1570	1
1571	1
1572	1
1573	2
1574	1
1575	1
1576	1
1577	1
1578	1
1579	1
1580	1
1581	1
1583	1
1584	1
1585	2
1587	1
1588	2
1589	4
1590	2
1591	5
1592	5
1593	1
1594	2
1595	1
1596	1
1597	5
1598	6
1599	1
1600	4
1601	1
1602	3
1603	1
1604	1
1605	4
1606	1
1607	3
1608	4
1609	3
1610	3
1611	2
1612	4
1613	1
1614	1
1615	10
1616	1
1617	2
1618	1
1619	1
1620	9
1621	1
1622	3
1623	3
1624	1
1625	1
1626	1
1627	1
1628	4
1629	2
1630	1
1631	2
1632	1
1633	1
1634	1
1635	1
1636	1
1637	1
1638	1
1639	3
1640	1
1641	1
1642	2
1643	4
1644	2
1645	1
1646	2
1647	1
1648	1
1649	1
1650	1
1651	1
1652	3
1653	1
1654	1
1655	1
1656	2
1657	1
1658	3
1659	1
1660	1
1661	1
1662	2
1663	1
1664	4
1665	1
1666	1
1667	1
1668	1
1669	1
1670	1
1671	1
1672	2
1673	1
1674	1
1675	1
1676	1
1677	1
1678	1
1679	1
1680	1
1681	1
1682	1
